point_id,X_value,Y_value
0,0.7335990902766392,0.0
1,0.7142826876994168,0.013825711709065117
2,0.6954806471294536,0.027852268815510586
3,0.6771940099128916,0.04174468153987214
4,0.6594125381648727,0.05522408258541666
5,0.6421166474132941,0.06806165305869165
6,0.6252791480504823,0.08007244601214594
7,0.6088667555373575,0.09110949746061593
8,0.5928413827407825,0.10105841614468268
9,0.5771612519874564,0.10983254703859087
10,0.5617818376199545,0.11736877769107969
11,0.5466566666054419,0.12362399920877506
12,0.5317380011056578,0.12857220974606387
13,0.5169774241313352,0.13220224580223883
14,0.5023263506136979,0.13451611787417148
15,0.4877364974853069,0.13552784091760037
16,0.47316030902394157,0.13526284614324238
17,0.4585513744284581,0.13375786776725304
18,0.4438648496958025,0.13106129401586133
19,0.4290579011034022,0.1272339660149525
20,0.4140901823560645,0.12235040557020778
21,0.3989243725885269,0.11650043290775029
22,0.38352677295715326,0.10979116554458122
23,0.3678679864778223,0.10234934374287376
24,0.3519236873415663,0.09432392695288422
25,0.335675491698791,0.08588887158070571
26,0.31911193120936143,0.07724598085842267
27,0.30222953101977906,0.06862766100014817
28,0.2850339833265201,0.06029935759920898
29,0.2675414014456123,0.05256141214566213
30,0.24977962696691067,0.04574999342925233
31,0.23178954816020028,0.04023669119048368
32,0.21362636867199108,0.0364262961740243
33,0.1953607572736527,0.03475230293751334
34,0.17707978137233527,0.0356696065750393
35,0.15888751145124444,0.03964394532497905
36,0.14090517022222335,0.04713780667533283
37,0.12327069929837613,0.058592688635360296
38,0.10613760209625135,0.07440797679702964
39,0.0896729650241651,0.09491697874530274
40,0.07405454638325977,0.12036145551600835
41,0.05946693688190897,0.15086609446368687
42,0.04609679891100075,0.18641519933354042
43,0.0341273336615146,0.22683392651027673
44,0.02373217227298624,0.2717766277181987
45,0.015069007132347916,0.32072450975077005
46,0.00827333698749181,0.372994182194159
47,0.0034527317966222505,0.42775782840005294
48,0.0006820539729382318,0.4840743246434932
49,0.0,0.5409294785928408
50,0.0014072478029512378,0.5972823688553363
51,0.004866367061064756,0.6521139290694977
52,0.01030349757826406,0.7044736857442898
53,0.01761165527618098,0.7535207344065447
54,0.02665539323939245,0.7985558581189751
55,0.03727644919115209,0.8390427762586149
56,0.049299967460405394,0.8746178244658748
57,0.06254086347774054,0.9050885761392669
58,0.07680996222065037,0.9304229444839778
59,0.09191958956017653,0.9507309497390127
60,0.10768839525846667,0.9662416522145686
61,0.12394527494181669,0.9772776915570665
62,0.14053234337302298,0.9842295875071672
63,0.1573069830365404,0.9875315252009793
64,0.17414304707002934,0.9876398105571761
65,0.19093132882086392,0.9850146918022946
66,0.20757942757158737,0.980105826202062
67,0.22401114492732074,0.9733413321716963
68,0.24016554228999945,0.9651201327994123
69,0.25599576743009056,0.9558071556392103
70,0.27146775046955157,0.9457309016027313
71,0.28655884597629816,0.9351828814740342
72,0.30125648173618685,0.9244184522914829
73,0.31555685582829374,0.9136586654798927
74,0.32946372053105927,0.9030927118303139
75,0.3429872564177217,0.8928807963857031
76,0.35614305986807154,0.8831571457674937
77,0.3689512417612305,0.8740330138736576
78,0.3814356342656555,0.8655995722020954
79,0.39362310163285635,0.8579306130589256
80,0.40554294576991806,0.8510850193426258
81,0.41722639822009533,0.8451089743786891
82,0.42870618886774636,0.8400378991982671
83,0.4400161807463012,0.8358981275940174
84,0.45119106195298053,0.8327083171660785
85,0.4622660850775387,0.8304806107720056
86,0.47327684465465764,0.829221562684499
